종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
95570,AJ네트웍스,KOSPI,일반서비스,4285,10,0.23,1.93908E+11
6840,AK홀딩스,KOSPI,기타금융,11480,-190,-1.63,1.52082E+11
27410,BGF,KOSPI,기타금융,3990,-5,-0.13,3.8191E+11
282330,BGF리테일,KOSPI,유통,121200,-1200,-0.98,2.09481E+12
138930,BNK금융지주,KOSPI,기타금융,14660,40,0.27,4.6675E+12
1460,BYC,KOSPI,섬유·의류,39950,-500,-1.24,2.49534E+11
1465,BYC우,KOSPI,섬유·의류,26200,-50,-0.19,56430870000
1040,CJ,KOSPI,기타금융,165800,10600,6.83,4.83755E+12
79160,CJ CGV,KOSPI,오락·문화,4915,-60,-1.21,8.1383E+11
00104K,CJ4우(전환),KOSPI,기타금융,135000,7000,5.47,5.70579E+11
120,CJ대한통운,KOSPI,운송·창고,87200,-800,-0.91,1.98924E+12
11150,CJ씨푸드,KOSPI,음식료·담배,3040,30,1,1.0923E+11
11155,CJ씨푸드1우,KOSPI,음식료·담배,17240,-110,-0.63,3448000000
1045,CJ우,KOSPI,기타금융,91900,3300,3.72,2.07714E+11
97950,CJ제일제당,KOSPI,음식료·담배,252000,1000,0.4,3.79365E+12
97955,CJ제일제당 우,KOSPI,음식료·담배,143700,600,0.42,1.90752E+11
480,CR홀딩스,KOSPI,비금속,5220,0,0,2.44768E+11
590,CS홀딩스,KOSPI,기타금융,88800,100,0.11,1.02518E+11
12030,DB,KOSPI,IT 서비스,1325,-5,-0.38,2.66555E+11
5830,DB손해보험,KOSPI,보험,127600,-1800,-1.39,9.03408E+12
16610,DB증권,KOSPI,증권,9000,-100,-1.1,3.82018E+11
990,DB하이텍,KOSPI,전기·전자,45900,450,0.99,2.0379E+12
300,DH오토넥스,KOSPI,운송장비·부품,1984,0,0,1.62944E+11
1530,DI동일,KOSPI,유통,43350,50,0.12,8.5467E+11
15590,DKME,KOSPI,기계·장비,515,0,0,1.22045E+11
210,DL,KOSPI,화학,46000,-600,-1.29,9.63971E+11
215,DL우,KOSPI,화학,24600,-300,-1.2,41478429000
375500,DL이앤씨,KOSPI,건설,47300,-150,-0.32,1.83021E+12
37550L,DL이앤씨2우(전환),KOSPI,건설,31750,-350,-1.09,67054444250
37550K,DL이앤씨우,KOSPI,건설,22450,-450,-1.97,47456718250
7340,DN오토모티브,KOSPI,전기·전자,25650,-250,-0.97,1.5008E+12
4840,DRB동일,KOSPI,화학,5270,0,0,1.05031E+11
155660,DSR,KOSPI,금속,3900,25,0.65,62400000000
69730,DSR제강,KOSPI,금속,3595,-10,-0.28,51768000000
17860,DS단석,KOSPI,화학,24600,-250,-1.01,4.32572E+11
92780,DYP,KOSPI,운송장비·부품,4220,45,1.08,55570901200
17940,E1,KOSPI,유통,81400,-1200,-1.45,5.58404E+11
365550,ESR켄달스퀘어리츠,KOSPI,부동산,4415,-50,-1.12,1.08648E+12
383220,F&F,KOSPI,섬유·의류,64400,-900,-1.38,2.46698E+12
7700,F&F홀딩스,KOSPI,기타금융,18290,-80,-0.44,7.15402E+11
114090,GKL,KOSPI,오락·문화,16980,410,2.47,1.05031E+12
78930,GS,KOSPI,기타금융,48050,-150,-0.31,4.46458E+12
6360,GS건설,KOSPI,건설,19480,-60,-0.31,1.66713E+12
1250,GS글로벌,KOSPI,유통,2655,20,0.76,2.19127E+11
7070,GS리테일,KOSPI,유통,17200,810,4.94,1.43805E+12
78935,GS우,KOSPI,기타금융,43600,-250,-0.57,77818413600
499790,GS피앤엘,KOSPI,기타금융,47750,-750,-1.55,9.46923E+11
12630,HDC,KOSPI,기타금융,24650,1150,4.89,1.47263E+12
39570,HDC랩스,KOSPI,건설,9180,-80,-0.86,2.38291E+11
89470,HDC현대EP,KOSPI,화학,4010,10,0.25,1.27919E+11
294870,HDC현대산업개발,KOSPI,건설,23800,-300,-1.24,1.56859E+12
9540,HD한국조선해양,KOSPI,기타금융,365000,1000,0.27,2.58322E+13
267250,HD현대,KOSPI,기타금융,135400,-1300,-0.95,1.06957E+13
267270,HD현대건설기계,KOSPI,기계·장비,104400,4500,4.5,1.84389E+12
443060,HD현대마린솔루션,KOSPI,일반서비스,205000,-3500,-1.68,9.18999E+12
71970,HD현대마린엔진,KOSPI,기계·장비,83100,1300,1.59,2.81888E+12
10620,HD현대미포,KOSPI,운송장비·부품,192300,-7400,-3.71,7.68088E+12
322000,HD현대에너지솔루션,KOSPI,전기·전자,44100,-1050,-2.33,4.9392E+11
42670,HD현대인프라코어,KOSPI,기계·장비,17000,490,2.97,3.27405E+12
267260,HD현대일렉트릭,KOSPI,전기·전자,489000,-13000,-2.59,1.7627E+13
329180,HD현대중공업,KOSPI,운송장비·부품,466500,-8500,-1.79,4.14127E+13
97230,HJ중공업,KOSPI,건설,14010,310,2.26,1.16667E+12
14790,HL D&I,KOSPI,건설,2685,70,2.68,1.0165E+11
3580,HLB글로벌,KOSPI,유통,2280,-70,-2.98,1.14722E+11
204320,HL만도,KOSPI,운송장비·부품,34500,-200,-0.58,1.62002E+12
60980,HL홀딩스,KOSPI,기타금융,39200,-300,-0.76,3.68632E+11
11200,HMM,KOSPI,운송·창고,23000,-200,-0.86,2.35759E+13
35000,HS애드,KOSPI,일반서비스,8120,-20,-0.25,1.34527E+11
2460,HS화성,KOSPI,건설,10600,70,0.66,1.0759E+11
487570,HS효성,KOSPI,기타금융,60400,-100,-0.17,2.25046E+11
298050,HS효성첨단소재,KOSPI,화학,188200,-600,-0.32,8.43126E+11
3560,IHQ,KOSPI,오락·문화,10760,0,0,76220934800
15360,INVENI,KOSPI,일반서비스,61900,1500,2.48,3.714E+11
175330,JB금융지주,KOSPI,기타금융,22050,-450,-2,4.21559E+12
234080,JW생명과학,KOSPI,제약,12070,-20,-0.17,1.91123E+11
1060,JW중외제약,KOSPI,제약,22250,-50,-0.22,5.18112E+11
1067,JW중외제약2우B,KOSPI,제약,62600,200,0.32,13144309800
1065,JW중외제약우,KOSPI,제약,29450,300,1.03,10070456950
96760,JW홀딩스,KOSPI,기타금융,3475,0,0,2.56889E+11
105560,KB금융,KOSPI,기타금융,113500,-1500,-1.3,4.32959E+13
415640,KB발해인프라,KOSPI,기타금융,8320,150,1.84,1.01958E+12
432320,KB스타리츠,KOSPI,부동산,3810,-15,-0.39,3.86388E+11
2380,KCC,KOSPI,화학,386000,1000,0.26,3.43018E+12
344820,KCC글라스,KOSPI,비금속,30700,-250,-0.81,4.90295E+11
9070,KCTC,KOSPI,운송·창고,5480,20,0.37,1.644E+11
9440,KC그린홀딩스,KOSPI,기타금융,756,0,0,17568790596
119650,KC코트렐,KOSPI,기계·장비,918,0,0,1.00783E+11
92220,KEC,KOSPI,전기·전자,753,-7,-0.92,1.51175E+11
3620,KG모빌리티,KOSPI,운송장비·부품,3410,20,0.59,6.90098E+11
16380,KG스틸,KOSPI,금속,5710,-30,-0.52,5.71051E+11
1390,KG케미칼,KOSPI,화학,4415,0,0,3.02291E+11
33180,KH 필룩스,KOSPI,전기·전자,5310,0,0,1.38166E+11
1940,KISCO홀딩스,KOSPI,금속,24650,150,0.61,3.49448E+11
25000,KPX케미칼,KOSPI,화학,51900,-400,-0.76,2.51196E+11
92230,KPX홀딩스,KOSPI,화학,68900,100,0.15,2.91078E+11
40,KR모터스,KOSPI,운송장비·부품,570,-11,-1.89,34275734760
44450,KSS해운,KOSPI,운송·창고,10050,-160,-1.57,2.32013E+11
30200,KT,KOSPI,통신,53700,-600,-1.1,1.35336E+13
33780,KT&G,KOSPI,음식료·담배,147200,8700,6.28,1.79676E+13
58850,KTcs,KOSPI,IT 서비스,2810,125,4.66,1.19945E+11
58860,KTis,KOSPI,IT 서비스,2885,80,2.85,1.00404E+11
93050,LF,KOSPI,섬유·의류,18770,-500,-2.59,5.48835E+11
3550,LG,KOSPI,기타금융,77000,0,0,1.21083E+13
34220,LG디스플레이,KOSPI,전기·전자,10930,-70,-0.64,5.465E+12
51900,LG생활건강,KOSPI,화학,298000,-1000,-0.33,4.65422E+12
51905,LG생활건강우,KOSPI,화학,123200,200,0.16,2.58683E+11
64400,LG씨엔에스,KOSPI,IT 서비스,69000,-600,-0.86,6.68513E+12
373220,LG에너지솔루션,KOSPI,전기·전자,378500,-8000,-2.07,8.8569E+13
3555,LG우,KOSPI,기타금융,62100,-200,-0.32,1.86995E+11
32640,LG유플러스,KOSPI,통신,14590,30,0.21,6.37016E+12
11070,LG이노텍,KOSPI,전기·전자,159400,1700,1.08,3.77254E+12
66570,LG전자,KOSPI,전기·전자,76900,-300,-0.39,1.25845E+13
66575,LG전자우,KOSPI,전기·전자,38150,-500,-1.29,6.55646E+11
37560,LG헬로비전,KOSPI,오락·문화,3020,20,0.67,2.3389E+11
51910,LG화학,KOSPI,화학,276500,-16000,-5.47,1.95188E+13
51915,LG화학우,KOSPI,화학,140400,-8900,-5.96,1.07951E+12
79550,LIG넥스원,KOSPI,금속,513000,-90000,-14.93,1.1286E+13
6260,LS,KOSPI,기타금융,168000,-2300,-1.35,5.4096E+12
10120,LS ELECTRIC,KOSPI,전기·전자,316500,-9000,-2.76,9.495E+12
680,LS네트웍스,KOSPI,유통,4045,-35,-0.86,3.18758E+11
229640,LS에코에너지,KOSPI,기타금융,43850,550,1.27,1.3429E+12
108320,LX세미콘,KOSPI,전기·전자,55100,0,0,8.96163E+11
1120,LX인터내셔널,KOSPI,유통,30200,-150,-0.49,1.17055E+12
108670,LX하우시스,KOSPI,화학,30950,100,0.32,2.77549E+11
108675,LX하우시스우,KOSPI,화학,18460,10,0.05,19056811800
383800,LX홀딩스,KOSPI,기타금융,8080,-50,-0.62,6.16348E+11
38380K,LX홀딩스1우,KOSPI,기타금융,8960,10,0.11,13128953600
23150,MH에탄올,KOSPI,음식료·담배,5350,-10,-0.19,39475114100
35420,NAVER,KOSPI,IT 서비스,229500,-6000,-2.55,3.63613E+13
181710,NHN,KOSPI,IT 서비스,29500,800,2.79,9.96101E+11
400760,NH올원리츠,KOSPI,부동산,3200,-5,-0.16,1.40057E+11
5940,NH투자증권,KOSPI,증권,19500,-100,-0.51,6.31968E+12
5945,NH투자증권우,KOSPI,증권,17030,-220,-1.28,3.21373E+11
338100,NH프라임리츠,KOSPI,부동산,4665,0,0,87048900000
34310,NICE,KOSPI,일반서비스,12840,-50,-0.39,4.76729E+11
30190,NICE평가정보,KOSPI,IT 서비스,15240,-50,-0.33,9.0688E+11
8260,NI스틸,KOSPI,금속,3595,-40,-1.1,1.02817E+11
4250,NPC,KOSPI,화학,4325,10,0.23,1.58814E+11
4255,NPC우,KOSPI,화학,2520,0,0,13305600000
456040,OCI,KOSPI,화학,58300,-200,-0.34,5.2193E+11
10060,OCI홀딩스,KOSPI,기타금융,98500,1700,1.76,1.85327E+12
178920,PI첨단소재,KOSPI,화학,17530,-80,-0.45,5.14792E+11
1340,PKC,KOSPI,화학,6030,-20,-0.33,2.70858E+11
5490,POSCO홀딩스,KOSPI,금속,295500,-2000,-0.67,2.39157E+13
10950,S-Oil,KOSPI,화학,61500,-700,-1.13,6.92384E+12
10955,S-Oil우,KOSPI,화학,40550,-250,-0.61,1.63089E+11
34120,SBS,KOSPI,오락·문화,21500,600,2.87,3.98852E+11
3080,SB성보,KOSPI,화학,2820,-20,-0.7,56456400000
5090,SGC에너지,KOSPI,전기·가스,24150,-400,-1.63,3.47985E+11
1380,SG글로벌,KOSPI,운송장비·부품,1690,14,0.84,75989401670
4060,SG세계물산,KOSPI,유통,330,-3,-0.9,66800236800
1770,SHD,KOSPI,금속,17500,440,2.58,21260365000
2360,SH에너지화학,KOSPI,화학,462,4,0.87,51343783260
9160,SIMPAC,KOSPI,금속,5110,-20,-0.39,3.34345E+11
33530,SJG세종,KOSPI,운송장비·부품,4405,0,0,1.22551E+11
123700,SJM,KOSPI,운송장비·부품,3510,-35,-0.99,54773191980
25530,SJM홀딩스,KOSPI,유통,3620,-5,-0.14,54061108960
34730,SK,KOSPI,기타금융,192100,-300,-0.16,1.39278E+13
11790,SKC,KOSPI,화학,99900,200,0.2,3.78304E+12
18670,SK가스,KOSPI,유통,252500,500,0.2,2.33442E+12
1740,SK네트웍스,KOSPI,유통,4500,-15,-0.33,9.95751E+11
6120,SK디스커버리,KOSPI,기타금융,55600,300,0.54,1.02014E+12
6125,SK디스커버리우,KOSPI,기타금융,39100,-400,-1.01,51316990500
210980,SK디앤디,KOSPI,부동산,9690,-20,-0.21,1.80402E+11
395400,SK리츠,KOSPI,부동산,4930,5,0.1,1.43398E+12
302440,SK바이오사이언스,KOSPI,제약,45450,-600,-1.3,3.56188E+12
326030,SK바이오팜,KOSPI,일반서비스,99600,0,0,7.8E+12
402340,SK스퀘어,KOSPI,기타금융,139300,-2600,-1.83,1.84629E+13
361610,SK아이이테크놀로지,KOSPI,전기·전자,28400,100,0.35,2.02485E+12
100090,SK오션플랜트,KOSPI,금속,21250,-600,-2.75,1.27883E+12
03473K,SK우,KOSPI,기타금융,152000,-1500,-0.98,86052520000
96770,SK이노베이션,KOSPI,화학,107500,-1000,-0.92,1.62362E+13
96775,SK이노베이션우,KOSPI,화학,71000,-1100,-1.53,88638246000
475150,SK이터닉스,KOSPI,건설,24250,100,0.41,8.18536E+11
1510,SK증권,KOSPI,증권,650,-7,-1.07,3.07184E+11
1515,SK증권우,KOSPI,증권,2230,15,0.68,8724906220
285130,SK케미칼,KOSPI,화학,64900,-2400,-3.57,1.11977E+12
28513K,SK케미칼우,KOSPI,화학,27150,-300,-1.09,57433897350
17670,SK텔레콤,KOSPI,통신,56100,600,1.08,1.20497E+13
660,SK하이닉스,KOSPI,전기·전자,256500,-5500,-2.1,1.86733E+14
3570,SNT다이내믹스,KOSPI,운송장비·부품,52200,-2300,-4.22,1.73579E+12
64960,SNT모티브,KOSPI,운송장비·부품,32700,50,0.15,8.67867E+11
100840,SNT에너지,KOSPI,기계·장비,49550,550,1.12,1.02473E+12
36530,SNT홀딩스,KOSPI,기타금융,51000,-2800,-5.2,8.31498E+11
5610,SPC삼립,KOSPI,음식료·담배,55000,0,0,4.74595E+11
11810,STX,KOSPI,유통,3530,0,0,1.09493E+11
465770,STX그린로지스,KOSPI,운송·창고,8010,10,0.13,57439966320
77970,STX엔진,KOSPI,기계·장비,29000,1550,5.65,1.16429E+12
2820,SUN&L,KOSPI,종이·목재,2915,15,0.52,36752287935
84870,TBH글로벌,KOSPI,섬유·의류,1423,107,8.13,29679253437
2710,TCC스틸,KOSPI,금속,18280,0,0,4.79186E+11
69260,TKG휴켐스,KOSPI,화학,18100,-120,-0.66,7.39902E+11
7980,TP,KOSPI,섬유·의류,1530,14,0.92,78297948900
2900,TYM,KOSPI,기계·장비,5590,20,0.36,2.51835E+11
24070,WISCOM,KOSPI,화학,1960,-11,-0.56,30039818480
37270,YG PLUS,KOSPI,IT 서비스,10160,610,6.39,6.45581E+11
139130,iM금융지주,KOSPI,기타금융,13910,-140,-1,2.25418E+12
500,가온전선,KOSPI,전기·전자,66200,-1000,-1.49,1.09515E+12
860,강남제비스코,KOSPI,화학,12400,-70,-0.56,1.612E+11
35250,강원랜드,KOSPI,오락·문화,18830,-190,-1,4.0285E+12
11420,갤럭시아에스엠,KOSPI,오락·문화,2410,0,0,66394642040
2100,경농,KOSPI,화학,10000,200,2.04,1.95226E+11
9450,경동나비엔,KOSPI,전기·전자,90400,-2100,-2.27,1.317E+12
267290,경동도시가스,KOSPI,전기·가스,20650,100,0.49,1.2174E+11
12320,경동인베스트,KOSPI,기타금융,61600,-400,-0.65,1.45685E+11
50,경방,KOSPI,유통,7470,10,0.13,2.04792E+11
214390,경보제약,KOSPI,제약,5020,-40,-0.79,1.20012E+11
12610,경인양행,KOSPI,화학,3345,10,0.3,1.39207E+11
9140,경인전자,KOSPI,전기·전자,20500,200,0.99,32201338500
13580,계룡건설,KOSPI,건설,20100,50,0.25,1.79511E+11
12200,계양전기,KOSPI,기계·장비,1502,-3,-0.2,40888689158
12205,계양전기우,KOSPI,기계·장비,3495,-5,-0.14,4085931105
2140,고려산업,KOSPI,음식료·담배,2835,5,0.18,70703269875
10130,고려아연,KOSPI,금속,790000,-25000,-3.07,1.58184E+13
2240,고려제강,KOSPI,금속,18290,10,0.05,4.9383E+11
9290,광동제약,KOSPI,제약,6070,-30,-0.49,3.18195E+11
17040,광명전기,KOSPI,전기·전자,1146,22,1.96,49664906790
17900,광전자,KOSPI,전기·전자,1921,13,0.68,1.1131E+11
37710,광주신세계,KOSPI,유통,31000,-200,-0.64,2.46673E+11
30610,교보증권,KOSPI,증권,8780,-30,-0.34,1.00059E+12
339770,교촌에프앤비,KOSPI,유통,5110,-20,-0.39,2.55322E+11
7690,국도화학,KOSPI,화학,36100,-300,-0.82,3.34316E+11
1140,국보,KOSPI,운송·창고,2110,0,0,33456978680
2720,국제약품,KOSPI,제약,4750,40,0.85,1.00509E+11
83420,그린케미칼,KOSPI,화학,7630,20,0.26,1.8312E+11
14530,극동유화,KOSPI,화학,3470,-10,-0.29,1.20997E+11
14280,금강공업,KOSPI,금속,4560,100,2.24,1.33742E+11
14285,금강공업우,KOSPI,금속,7020,-20,-0.28,4140922500
8870,금비,KOSPI,비금속,58000,200,0.35,58000000000
1570,금양,KOSPI,화학,9900,0,0,6.33275E+11
2990,금호건설,KOSPI,건설,3485,-35,-0.99,1.28934E+11
2995,금호건설우,KOSPI,건설,11590,110,0.96,3387362940
11780,금호석유화학,KOSPI,화학,110400,-1300,-1.16,2.92114E+12
11785,금호석유화학우,KOSPI,화학,58300,-500,-0.85,1.76269E+11
214330,금호에이치티,KOSPI,운송장비·부품,616,-1,-0.16,1.34259E+11
1210,금호전기,KOSPI,전기·전자,1163,-15,-1.27,71587298511
73240,금호타이어,KOSPI,화학,4780,-5,-0.1,1.3731E+12
92440,기신정기,KOSPI,기계·장비,2555,5,0.2,74606000000
270,기아,KOSPI,운송장비·부품,101900,100,0.1,4.05228E+13
24110,기업은행,KOSPI,은행,19400,30,0.15,1.54701E+13
13700,까뮤이앤씨,KOSPI,건설,1172,27,2.36,70027972760
4540,깨끗한나라,KOSPI,종이·목재,2025,20,1,75412403325
4545,깨끗한나라우,KOSPI,종이·목재,12100,0,0,4430536000
1260,남광토건,KOSPI,건설,9850,370,3.9,96850834200
8350,남선알미늄,KOSPI,금속,1187,11,0.94,1.53217E+11
8355,남선알미우,KOSPI,금속,12870,-70,-0.54,3962544300
4270,남성,KOSPI,유통,1050,0,0,38022768000
3920,남양유업,KOSPI,음식료·담배,61100,-600,-0.97,3.666E+11
3925,남양유업우,KOSPI,음식료·담배,37200,-500,-1.33,74400000000
25860,남해화학,KOSPI,화학,7580,130,1.74,3.76566E+11
5720,넥센,KOSPI,화학,6000,-50,-0.83,3.21264E+11
5725,넥센우,KOSPI,화학,4500,5,0.11,16202700000
2350,넥센타이어,KOSPI,화학,5890,40,0.68,5.75264E+11
2355,넥센타이어1우B,KOSPI,화학,3345,10,0.3,21742500000
92790,넥스틸,KOSPI,금속,14590,30,0.21,3.79369E+11
251270,넷마블,KOSPI,IT 서비스,55600,-6300,-10.18,4.77901E+12
90350,노루페인트,KOSPI,화학,8760,0,0,1.752E+11
90355,노루페인트우,KOSPI,화학,13470,10,0.07,6238307220
320,노루홀딩스,KOSPI,기타금융,25450,500,2,3.3826E+11
325,노루홀딩스우,KOSPI,기타금융,32350,0,0,7879133650
6280,녹십자,KOSPI,제약,134600,-3100,-2.25,1.57301E+12
5250,녹십자홀딩스,KOSPI,일반서비스,15750,210,1.35,7.40694E+11
5257,녹십자홀딩스2우,KOSPI,일반서비스,31000,2550,8.96,26225690000
4370,농심,KOSPI,음식료·담배,383500,-1000,-0.26,2.33269E+12
72710,농심홀딩스,KOSPI,기타금융,84000,600,0.72,3.89574E+11
58730,다스코,KOSPI,금속,3115,55,1.8,58552471215
30210,다올투자증권,KOSPI,증권,3460,-40,-1.14,2.10752E+11
23590,다우기술,KOSPI,IT 서비스,33200,-450,-1.34,1.48957E+12
145210,다이나믹디자인,KOSPI,기계·장비,817,-13,-1.57,29667092727
483650,달바글로벌,KOSPI,화학,239500,1500,0.63,2.9426E+12
19680,대교,KOSPI,일반서비스,2195,5,0.23,1.85923E+11
19685,대교우B,KOSPI,일반서비스,1284,1,0.08,24944255160
6370,대구백화점,KOSPI,유통,6100,-50,-0.81,66011827100
8060,대덕,KOSPI,기타금융,8290,50,0.61,2.80949E+11
00806K,대덕1우,KOSPI,기타금융,8370,-100,-1.18,10147428090
353200,대덕전자,KOSPI,전기·전자,23450,1200,5.39,1.15883E+12
35320K,대덕전자1우,KOSPI,전기·전자,8820,180,2.08,18482477580
490,대동,KOSPI,기계·장비,10800,300,2.86,2.85041E+11
8110,대동전자,KOSPI,전기·전자,15040,0,0,1.57776E+11
5750,대림바스,KOSPI,비금속,4390,-50,-1.13,73191133600
6570,대림통상,KOSPI,금속,2835,-15,-0.53,43162875000
1680,대상,KOSPI,음식료·담배,23950,-650,-2.64,8.2982E+11
1685,대상우,KOSPI,음식료·담배,17230,-200,-1.15,23608942290
84690,대상홀딩스,KOSPI,기타금융,10050,-70,-0.69,3.63936E+11
84695,대상홀딩스우,KOSPI,기타금융,13420,-170,-1.25,12258928440
128820,대성산업,KOSPI,유통,4240,-210,-4.72,1.91798E+11
117580,대성에너지,KOSPI,전기·가스,8280,-20,-0.24,2.277E+11
16710,대성홀딩스,KOSPI,일반서비스,9030,-70,-0.77,1.45288E+11
0030R0,대신밸류리츠,KOSPI,기타금융,4395,55,1.27,2.62733E+11
3540,대신증권,KOSPI,증권,25200,100,0.4,1.27949E+12
3547,대신증권2우B,KOSPI,증권,18770,-90,-0.48,1.877E+11
3545,대신증권우,KOSPI,증권,19640,-90,-0.46,5.1064E+11
9190,대양금속,KOSPI,금속,1606,-24,-1.47,69367355750
14160,대영포장,KOSPI,종이·목재,1235,-25,-1.98,1.33867E+11
47040,대우건설,KOSPI,건설,3830,20,0.52,1.59183E+12
3090,대웅,KOSPI,제약,22200,150,0.68,1.29075E+12
69620,대웅제약,KOSPI,제약,134000,-400,-0.3,1.5526E+12
430,대원강업,KOSPI,운송장비·부품,3600,-30,-0.83,2.232E+11
6340,대원전선,KOSPI,전기·전자,3070,-10,-0.32,2.30186E+11
6345,대원전선우,KOSPI,전기·전자,3740,55,1.49,9803288000
3220,대원제약,KOSPI,제약,13100,-30,-0.23,2.93801E+11
24890,대원화성,KOSPI,화학,891,-9,-1,36752994432
2880,대유에이텍,KOSPI,운송장비·부품,1111,2,0.18,51932606220
12800,대창,KOSPI,금속,1402,6,0.43,1.27779E+11
15230,대창단조,KOSPI,운송장비·부품,6290,190,3.11,1.79719E+11
1070,대한방직,KOSPI,섬유·의류,6570,30,0.46,34821000000
6650,대한유화,KOSPI,화학,98100,-1400,-1.41,6.3765E+11
1440,대한전선,KOSPI,전기·전자,16710,-130,-0.77,3.11553E+12
84010,대한제강,KOSPI,금속,15900,190,1.21,3.72289E+11
1790,대한제당,KOSPI,음식료·담배,3020,-15,-0.49,2.70884E+11
1795,대한제당우,KOSPI,음식료·담배,2495,0,0,16174486200
1130,대한제분,KOSPI,음식료·담배,148100,-100,-0.07,2.50289E+11
439260,대한조선,KOSPI,운송장비·부품,100500,-8200,-7.54,3.87189E+12
3490,대한항공,KOSPI,운송·창고,24150,200,0.84,8.89253E+12
3495,대한항공우,KOSPI,운송·창고,24400,50,0.21,27103373600
5880,대한해운,KOSPI,운송·창고,1799,-25,-1.37,5.80622E+11
3830,대한화섬,KOSPI,화학,131500,800,0.61,1.74632E+11
16090,대현,KOSPI,섬유·의류,1902,3,0.16,84224953620
69460,대호에이엘,KOSPI,금속,1867,-8,-0.43,1.56048E+11
475560,더본코리아,KOSPI,유통,26650,0,0,3.93797E+11
192080,더블유게임즈,KOSPI,IT 서비스,55800,-500,-0.89,1.19947E+12
12510,더존비즈온,KOSPI,IT 서비스,67100,-1200,-1.76,2.03868E+12
4830,덕성,KOSPI,화학,5890,0,0,92355200000
4835,덕성우,KOSPI,화학,7850,-50,-0.63,10927200000
145720,덴티움,KOSPI,의료·정밀기기,63300,100,0.16,7.00657E+11
2150,도화엔지니어링,KOSPI,일반서비스,6760,150,2.27,2.27947E+11
460850,동국씨엠,KOSPI,금속,5930,-30,-0.5,1.77299E+11
460860,동국제강,KOSPI,금속,10230,-190,-1.82,5.0749E+11
1230,동국홀딩스,KOSPI,기타금융,7920,-70,-0.88,2.5186E+11
23450,동남합성,KOSPI,화학,32050,-150,-0.47,1.12175E+11
4140,동방,KOSPI,운송·창고,3040,-20,-0.65,1.45834E+11
7590,동방아그로,KOSPI,화학,6290,-10,-0.16,85654559330
5960,동부건설,KOSPI,건설,5870,-60,-1.01,1.34697E+11
5965,동부건설우,KOSPI,건설,19690,100,0.51,4444663080
26960,동서,KOSPI,유통,28750,-200,-0.69,2.86638E+12
2210,동성제약,KOSPI,제약,973,0,0,25900780311
102260,동성케미컬,KOSPI,화학,4275,-25,-0.58,2.14506E+11
640,동아쏘시오홀딩스,KOSPI,기타금융,112300,-1500,-1.32,7.34042E+11
170900,동아에스티,KOSPI,제약,45800,-100,-0.22,4.28351E+11
28100,동아지질,KOSPI,건설,16010,60,0.38,2.14366E+11
1520,동양,KOSPI,비금속,659,0,0,1.57293E+11
1527,동양2우B,KOSPI,비금속,8410,60,0.72,2595065290
84670,동양고속,KOSPI,운송·창고,8150,-10,-0.12,23598887350
82640,동양생명,KOSPI,보험,8640,10,0.12,1.39414E+12
1525,동양우,KOSPI,비금속,4285,50,1.18,2646977335
8970,동양철관,KOSPI,금속,1607,0,0,2.56802E+11
18500,동원금속,KOSPI,운송장비·부품,1414,-7,-0.49,66111475262
6040,동원산업,KOSPI,기타금융,47450,2300,5.09,2.09482E+12
30720,동원수산,KOSPI,"농업, 임업 및 어업",5990,0,0,27876291950
14820,동원시스템즈,KOSPI,화학,30250,-250,-0.82,8.76986E+11
14825,동원시스템즈우,KOSPI,화학,17700,80,0.45,4674764700
111380,동인기연,KOSPI,섬유·의류,14840,-310,-2.05,90939520000
163560,동일고무벨트,KOSPI,화학,7320,190,2.66,1.01748E+11
4890,동일산업,KOSPI,금속,42400,-400,-0.93,1.02829E+11
2690,동일제강,KOSPI,금속,1578,1,0.06,32033968080
20,동화약품,KOSPI,제약,6560,30,0.46,1.8323E+11
150,두산,KOSPI,기타금융,592000,-14000,-2.31,9.78211E+12
157,두산2우B,KOSPI,기타금융,398000,-5500,-1.36,3.55429E+11
454910,두산로보틱스,KOSPI,기계·장비,61200,-700,-1.13,3.96698E+12
241560,두산밥캣,KOSPI,기계·장비,56800,100,0.18,5.44462E+12
34020,두산에너빌리티,KOSPI,기계·장비,66400,1000,1.53,4.25333E+13
155,두산우,KOSPI,기타금융,386000,-5500,-1.4,1.54263E+12
336260,두산퓨얼셀,KOSPI,전기·전자,24250,550,2.32,1.58822E+12
33626K,두산퓨얼셀1우,KOSPI,전기·전자,6340,140,2.26,84729028000
33626L,두산퓨얼셀2우B,KOSPI,전기·전자,11150,110,1,33297245000
16740,두올,KOSPI,운송장비·부품,3715,110,3.05,1.16298E+11
192650,드림텍,KOSPI,전기·전자,6380,-20,-0.31,4.39518E+11
24090,디씨엠,KOSPI,금속,12900,100,0.78,1.4706E+11
3160,디아이,KOSPI,의료·정밀기기,13430,-190,-1.4,3.80069E+11
92200,디아이씨,KOSPI,운송장비·부품,4255,55,1.31,1.65471E+11
377190,디앤디플랫폼리츠,KOSPI,부동산,3285,-5,-0.15,2.90394E+11
13570,디와이,KOSPI,기타금융,4470,0,0,1.17649E+11
24900,디와이덕양,KOSPI,운송장비·부품,2515,10,0.4,81900924700
210540,디와이파워,KOSPI,기계·장비,13570,190,1.42,1.49836E+11
